tanggal,pm10,so2,co,o3,no2,max
2014-12-16,72.0,15.0,11.0,47.0,10.0,72.0
2014-12-17,29.0,14.0,11.0,52.0,11.0,52.0
2014-12-18,56.0,15.0,15.0,29.0,8.0,56.0
2014-12-19,62.0,10.0,19.0,46.0,15.0,62.0
2014-12-20,33.0,6.0,20.0,42.0,13.0,42.0
2014-12-21,67.0,34.0,43.0,23.0,13.0,67.0
2014-12-22,42.0,25.0,30.0,79.0,19.0,79.0
2014-12-23,39.0,3.0,37.0,55.0,18.0,55.0
2014-12-24,69.0,11.0,43.0,137.0,19.0,137.0
2014-12-25,58.0,7.0,37.0,130.0,16.0,130.0
2014-12-26,52.0,11.0,29.0,71.0,14.0,71.0
2014-12-27,24.0,2.0,32.0,40.0,14.0,40.0
2014-12-28,39.0,10.0,42.0,137.0,12.0,137.0
2014-12-29,31.0,9.0,13.0,201.0,6.0,201.0
2014-12-30,36.0,10.0,16.0,81.0,11.0,81.0
2014-12-31,18.0,9.0,11.0,217.0,5.0,217.0
2015-01-01,49.0,7.0,18.0,26.0,10.0,49.0
2015-01-02,28.0,3.0,26.0,48.0,6.0,48.0
2015-01-03,22.0,2.0,28.0,44.0,6.0,44.0
2015-01-04,18.0,2.0,28.0,42.0,6.0,42.0
2015-01-05,19.0,2.0,25.0,32.0,4.0,32.0
2015-01-06,27.0,3.0,26.0,37.0,6.0,37.0
2015-01-07,32.0,7.0,11.0,35.0,12.0,35.0
2015-01-09,23.0,6.0,8.0,32.0,7.0,32.0
2015-01-10,25.0,3.0,24.0,43.0,4.0,43.0
2015-01-11,26.0,6.0,7.0,41.0,11.0,41.0
2015-01-12,26.0,7.0,23.0,37.0,13.0,37.0
2015-01-13,45.0,5.0,26.0,28.0,18.0,45.0
2015-01-14,38.0,3.0,44.0,40.0,17.0,44.0
2015-01-15,35.0,4.0,33.0,47.0,12.0,47.0
2015-01-16,18.0,15.0,61.0,24.0,5.0,61.0
2015-01-17,32.0,3.0,26.0,43.0,15.0,43.0
2015-01-18,46.0,5.0,14.0,7.0,12.0,46.0
2015-01-19,54.0,5.0,20.0,41.0,16.0,54.0
2015-01-20,69.0,5.0,72.0,51.0,24.0,72.0
2015-01-21,56.0,7.0,61.0,30.0,12.0,61.0
2015-01-22,45.0,11.0,24.0,15.0,10.0,45.0
2015-01-23,47.0,3.0,50.0,40.0,23.0,50.0
2015-01-24,17.0,9.0,72.0,65.0,11.0,72.0
2015-01-25,12.0,7.0,26.0,67.0,4.0,67.0
2015-01-26,14.0,8.0,41.0,59.0,9.0,59.0
2015-01-27,68.0,5.0,34.0,24.0,9.0,68.0
2015-01-28,19.0,8.0,46.0,65.0,8.0,65.0
2015-01-29,10.0,8.0,32.0,61.0,7.0,61.0
2015-01-30,52.0,5.0,15.0,39.0,13.0,52.0
2015-01-31,54.0,5.0,17.0,36.0,15.0,54.0
2015-02-01,42.0,5.0,16.0,30.0,12.0,42.0
2015-02-02,50.0,3.0,31.0,32.0,11.0,50.0
2015-02-03,76.0,3.0,38.0,29.0,9.0,76.0
2015-02-04,68.0,3.0,27.0,36.0,10.0,68.0
2015-02-05,17.0,9.0,33.0,58.0,11.0,58.0
2015-02-06,16.0,8.0,52.0,49.0,9.0,52.0
2015-02-07,13.0,9.0,33.0,53.0,6.0,53.0
2015-02-08,49.0,6.0,18.0,32.0,12.0,49.0
2015-02-09,14.0,8.0,45.0,36.0,8.0,45.0
2015-02-10,13.0,7.0,42.0,46.0,11.0,46.0
2015-02-11,11.0,8.0,68.0,40.0,8.0,68.0
2015-02-12,72.0,3.0,41.0,27.0,9.0,72.0
2015-02-13,17.0,8.0,37.0,48.0,6.0,48.0
2015-02-14,58.0,3.0,41.0,27.0,8.0,58.0
2015-02-15,25.0,9.0,71.0,44.0,9.0,71.0
2015-02-16,18.0,8.0,50.0,72.0,10.0,72.0
2015-02-17,21.0,8.0,57.0,63.0,10.0,63.0
2015-02-19,11.0,8.0,34.0,42.0,6.0,42.0
2015-02-20,11.0,9.0,42.0,68.0,11.0,68.0
2015-02-25,22.0,12.0,45.0,121.0,11.0,121.0
2015-02-26,13.0,12.0,35.0,147.0,12.0,147.0
2015-02-27,12.0,9.0,38.0,129.0,14.0,129.0
2015-02-28,78.0,17.0,29.0,34.0,16.0,78.0
2015-03-01,86.0,16.0,38.0,26.0,13.0,86.0
2015-03-02,57.0,8.0,15.0,38.0,18.0,57.0
2015-03-03,62.0,10.0,20.0,44.0,18.0,62.0
2015-03-04,59.0,11.0,36.0,38.0,19.0,59.0
2015-03-05,51.0,10.0,17.0,38.0,15.0,51.0
2015-03-06,58.0,4.0,27.0,70.0,8.0,70.0
2015-03-07,53.0,15.0,17.0,59.0,11.0,59.0
2015-03-08,46.0,14.0,22.0,28.0,8.0,46.0
2015-03-09,51.0,4.0,20.0,36.0,6.0,51.0
2015-03-10,31.0,3.0,11.0,63.0,7.0,63.0
2015-03-11,20.0,9.0,26.0,62.0,4.0,62.0
2015-03-12,35.0,16.0,14.0,48.0,7.0,48.0
2015-03-13,66.0,7.0,36.0,35.0,18.0,66.0
2015-03-14,72.0,17.0,40.0,43.0,8.0,72.0
2015-03-15,64.0,6.0,17.0,48.0,14.0,64.0
2015-03-16,53.0,14.0,40.0,71.0,10.0,71.0
2015-03-17,66.0,20.0,26.0,85.0,14.0,85.0
2015-03-18,75.0,22.0,35.0,104.0,23.0,104.0
2015-03-19,37.0,11.0,33.0,130.0,10.0,130.0
2015-03-20,57.0,9.0,30.0,127.0,19.0,127.0
2015-03-21,16.0,9.0,30.0,92.0,12.0,92.0
2015-03-22,22.0,10.0,36.0,113.0,10.0,113.0
2015-03-23,36.0,4.0,19.0,155.0,10.0,155.0
2015-03-24,37.0,10.0,46.0,94.0,12.0,94.0
2015-03-25,75.0,16.0,27.0,23.0,12.0,75.0
2015-03-26,66.0,15.0,34.0,49.0,12.0,66.0
2015-03-27,18.0,10.0,58.0,83.0,15.0,83.0
2015-03-28,24.0,10.0,33.0,77.0,13.0,77.0
2015-03-29,78.0,15.0,37.0,11.0,8.0,78.0
2015-03-30,25.0,10.0,47.0,76.0,13.0,76.0
2015-03-31,80.0,17.0,21.0,64.0,12.0,80.0
2015-04-01,65.0,19.0,37.0,80.0,21.0,80.0
2015-04-02,62.0,9.0,35.0,88.0,22.0,88.0
2015-04-03,20.0,10.0,45.0,54.0,9.0,54.0
2015-04-04,67.0,10.0,46.0,108.0,15.0,108.0
2015-04-05,58.0,4.0,36.0,77.0,13.0,77.0
2015-04-06,71.0,17.0,30.0,57.0,14.0,71.0
2015-04-07,57.0,17.0,12.0,24.0,6.0,57.0
2015-04-08,49.0,7.0,29.0,86.0,13.0,86.0
2015-04-09,65.0,13.0,42.0,86.0,17.0,86.0
2015-04-10,17.0,9.0,64.0,87.0,12.0,87.0
2015-04-11,46.0,6.0,27.0,62.0,12.0,62.0
2015-04-12,18.0,11.0,30.0,88.0,6.0,88.0
2015-04-13,74.0,14.0,35.0,56.0,17.0,74.0
2015-04-14,74.0,22.0,18.0,61.0,11.0,74.0
2015-04-15,15.0,10.0,37.0,83.0,18.0,83.0
2015-04-16,15.0,11.0,35.0,87.0,10.0,87.0
2015-04-17,64.0,15.0,33.0,53.0,12.0,64.0
2015-04-18,84.0,15.0,45.0,55.0,11.0,84.0
2015-04-19,82.0,11.0,48.0,111.0,21.0,111.0
2015-04-20,55.0,17.0,28.0,98.0,21.0,98.0
2015-04-21,18.0,11.0,42.0,101.0,11.0,101.0
2015-04-22,14.0,10.0,34.0,119.0,10.0,119.0
2015-04-23,30.0,15.0,11.0,46.0,10.0,46.0
2015-04-24,26.0,15.0,9.0,39.0,7.0,39.0
2015-04-25,29.0,15.0,10.0,40.0,11.0,40.0
2015-04-26,53.0,5.0,39.0,32.0,16.0,53.0
2015-04-27,46.0,15.0,34.0,67.0,9.0,67.0
2015-04-28,46.0,15.0,18.0,38.0,6.0,46.0
2015-04-30,40.0,5.0,28.0,51.0,16.0,51.0
2015-05-01,57.0,6.0,33.0,105.0,11.0,105.0
2015-05-02,74.0,6.0,53.0,99.0,16.0,99.0
2015-05-03,16.0,10.0,31.0,96.0,9.0,96.0
2015-05-04,55.0,19.0,31.0,71.0,11.0,71.0
2015-05-05,73.0,22.0,61.0,51.0,18.0,73.0
2015-05-06,79.0,19.0,43.0,40.0,16.0,79.0
2015-05-07,15.0,10.0,28.0,67.0,7.0,67.0
2015-05-08,72.0,22.0,15.0,53.0,13.0,72.0
2015-05-09,81.0,13.0,36.0,83.0,15.0,83.0
2015-05-10,56.0,7.0,28.0,76.0,10.0,76.0
2015-05-12,77.0,20.0,33.0,45.0,16.0,77.0
2015-05-13,75.0,18.0,23.0,63.0,13.0,75.0
2015-05-16,67.0,17.0,13.0,92.0,10.0,92.0
2015-05-18,13.0,12.0,32.0,77.0,9.0,77.0
2015-05-19,25.0,12.0,31.0,105.0,8.0,105.0
2015-05-20,24.0,12.0,30.0,97.0,6.0,97.0
2015-05-22,35.0,12.0,22.0,90.0,15.0,90.0
2015-05-24,87.0,18.0,16.0,29.0,9.0,87.0
2015-05-25,12.0,11.0,29.0,83.0,7.0,83.0
2015-05-26,22.0,12.0,41.0,85.0,13.0,85.0
2015-05-30,74.0,12.0,27.0,56.0,12.0,74.0
2015-05-31,12.0,11.0,53.0,83.0,10.0,83.0
2015-06-01,74.0,8.0,27.0,49.0,12.0,74.0
2015-06-03,12.0,10.0,30.0,84.0,5.0,84.0
2015-06-06,79.0,25.0,11.0,59.0,10.0,79.0
2015-06-07,86.0,22.0,11.0,45.0,16.0,86.0
2015-06-08,85.0,21.0,15.0,35.0,14.0,85.0
2015-06-09,91.0,21.0,13.0,33.0,13.0,91.0
2015-06-11,45.0,11.0,41.0,90.0,7.0,90.0
2015-06-12,72.0,8.0,43.0,107.0,19.0,107.0
2015-06-14,51.0,15.0,37.0,113.0,10.0,113.0
2015-06-15,53.0,12.0,34.0,108.0,11.0,108.0
2015-06-16,75.0,14.0,47.0,115.0,13.0,115.0
2015-06-17,115.0,27.0,12.0,66.0,18.0,115.0
2015-06-18,83.0,26.0,7.0,56.0,12.0,83.0
2015-06-19,78.0,20.0,27.0,87.0,14.0,87.0
2015-06-20,79.0,24.0,7.0,77.0,11.0,79.0
2015-06-21,76.0,14.0,28.0,99.0,12.0,99.0
2015-06-22,98.0,24.0,8.0,65.0,20.0,98.0
2015-06-23,109.0,26.0,9.0,73.0,15.0,109.0
2015-06-24,43.0,13.0,29.0,94.0,15.0,94.0
2015-06-28,67.0,21.0,26.0,84.0,11.0,84.0
2015-06-29,94.0,28.0,10.0,101.0,12.0,101.0
2015-06-30,28.0,17.0,33.0,101.0,12.0,101.0
2015-07-01,83.0,27.0,7.0,86.0,14.0,86.0
2015-07-02,86.0,28.0,10.0,93.0,15.0,93.0
2015-07-03,75.0,11.0,19.0,99.0,11.0,99.0
2015-07-04,21.0,14.0,22.0,94.0,8.0,94.0
2015-07-05,114.0,12.0,46.0,87.0,16.0,114.0
2015-07-06,26.0,15.0,23.0,95.0,11.0,95.0
2015-07-07,26.0,15.0,21.0,123.0,20.0,123.0
2015-07-08,17.0,14.0,23.0,109.0,12.0,109.0
2015-07-09,14.0,13.0,20.0,95.0,8.0,95.0
2015-07-10,23.0,14.0,21.0,86.0,8.0,86.0
2015-07-11,20.0,14.0,22.0,77.0,9.0,77.0
2015-07-12,20.0,15.0,21.0,64.0,7.0,64.0
2015-07-13,60.0,14.0,11.0,29.0,11.0,60.0
2015-07-14,70.0,26.0,6.0,31.0,7.0,70.0
2015-07-15,60.0,11.0,14.0,27.0,8.0,60.0
2015-07-16,55.0,26.0,4.0,41.0,7.0,55.0
2015-07-18,17.0,13.0,18.0,58.0,5.0,58.0
2015-07-19,15.0,13.0,21.0,56.0,5.0,56.0
2015-07-20,16.0,13.0,19.0,61.0,4.0,61.0
2015-07-25,12.0,14.0,23.0,79.0,6.0,79.0
2015-07-27,19.0,13.0,26.0,82.0,10.0,82.0
2015-07-28,18.0,14.0,26.0,66.0,8.0,66.0
2015-07-31,13.0,14.0,23.0,82.0,6.0,82.0
2015-08-01,13.0,14.0,28.0,91.0,6.0,91.0
2015-08-02,17.0,15.0,28.0,94.0,6.0,94.0
2015-08-03,12.0,16.0,20.0,69.0,9.0,69.0
2015-08-04,101.0,29.0,12.0,75.0,16.0,101.0
2015-08-05,91.0,29.0,8.0,57.0,15.0,91.0
2015-08-06,86.0,27.0,8.0,56.0,15.0,86.0
2015-08-07,23.0,15.0,18.0,88.0,8.0,88.0
2015-08-08,17.0,15.0,22.0,95.0,9.0,95.0
2015-08-09,76.0,28.0,7.0,45.0,9.0,76.0
2015-08-10,68.0,28.0,6.0,44.0,8.0,68.0
2015-08-11,75.0,28.0,7.0,45.0,10.0,75.0
2015-08-12,11.0,14.0,21.0,74.0,6.0,74.0
2015-08-13,92.0,25.0,13.0,43.0,12.0,92.0
2015-08-14,65.0,25.0,6.0,32.0,8.0,65.0
2015-08-15,11.0,16.0,22.0,75.0,8.0,75.0
2015-08-17,9.0,15.0,18.0,77.0,5.0,77.0
2015-08-18,11.0,16.0,18.0,79.0,8.0,79.0
2015-08-21,15.0,14.0,19.0,98.0,8.0,98.0
2015-08-22,11.0,14.0,15.0,96.0,5.0,96.0
2015-08-25,19.0,15.0,25.0,102.0,9.0,102.0
2015-08-26,110.0,28.0,7.0,62.0,9.0,110.0
2015-08-27,97.0,27.0,7.0,49.0,12.0,97.0
2015-08-28,88.0,28.0,6.0,47.0,10.0,88.0
2015-08-29,13.0,15.0,26.0,100.0,8.0,100.0
2015-08-30,80.0,30.0,5.0,56.0,8.0,80.0
2015-09-01,78.0,28.0,6.0,58.0,9.0,78.0
2015-09-02,86.0,30.0,10.0,55.0,13.0,86.0
2015-09-03,101.0,30.0,9.0,47.0,12.0,101.0
2015-09-04,89.0,28.0,7.0,46.0,14.0,89.0
2015-09-05,80.0,29.0,5.0,64.0,9.0,80.0
2015-09-06,89.0,29.0,7.0,59.0,9.0,89.0
2015-09-07,28.0,15.0,20.0,83.0,10.0,83.0
2015-09-08,35.0,15.0,24.0,102.0,8.0,102.0
2015-09-09,36.0,16.0,26.0,96.0,13.0,96.0
2015-09-10,40.0,15.0,31.0,99.0,11.0,99.0
2015-09-11,32.0,14.0,20.0,79.0,8.0,79.0
2015-09-12,36.0,14.0,20.0,78.0,6.0,78.0
2015-09-13,59.0,12.0,9.0,87.0,10.0,87.0
2015-09-14,70.0,14.0,14.0,114.0,12.0,114.0
2015-09-15,33.0,16.0,18.0,91.0,8.0,91.0
2015-09-16,76.0,28.0,5.0,49.0,9.0,76.0
2015-09-17,96.0,30.0,7.0,56.0,14.0,96.0
2015-09-18,94.0,28.0,6.0,50.0,8.0,94.0
2015-09-19,100.0,31.0,6.0,44.0,9.0,100.0
2015-09-20,116.0,27.0,7.0,51.0,10.0,116.0
2015-09-21,28.0,15.0,27.0,120.0,8.0,120.0
2015-09-22,114.0,31.0,9.0,67.0,14.0,114.0
2015-09-23,93.0,32.0,13.0,76.0,17.0,93.0
2015-09-24,98.0,33.0,11.0,75.0,14.0,98.0
2015-09-25,25.0,16.0,19.0,91.0,7.0,91.0
2015-09-26,77.0,34.0,21.0,39.0,18.0,77.0
2015-09-27,80.0,30.0,7.0,42.0,11.0,80.0
2015-09-28,21.0,15.0,23.0,94.0,7.0,94.0
2015-09-29,105.0,31.0,9.0,42.0,13.0,105.0
2015-09-30,92.0,30.0,5.0,45.0,11.0,92.0
2015-10-01,121.0,31.0,14.0,59.0,33.0,121.0
2015-10-02,107.0,29.0,9.0,46.0,11.0,107.0
2015-10-03,108.0,29.0,7.0,45.0,11.0,108.0
2015-10-04,121.0,30.0,5.0,48.0,10.0,121.0
2015-10-05,86.0,28.0,4.0,51.0,9.0,86.0
2015-10-06,12.0,16.0,25.0,95.0,9.0,95.0
2015-10-07,5.0,16.0,31.0,97.0,10.0,97.0
2015-10-08,12.0,14.0,25.0,97.0,8.0,97.0
2015-10-09,79.0,29.0,5.0,54.0,8.0,79.0
2015-10-10,80.0,29.0,7.0,55.0,14.0,80.0
2015-10-11,87.0,29.0,8.0,46.0,11.0,87.0
2015-10-12,6.0,15.0,26.0,92.0,8.0,92.0
2015-10-13,13.0,16.0,25.0,80.0,10.0,80.0
2015-10-14,13.0,16.0,35.0,82.0,8.0,82.0
2015-10-15,89.0,32.0,11.0,35.0,17.0,89.0
2015-10-16,16.0,16.0,27.0,73.0,12.0,73.0
2015-10-17,78.0,12.0,38.0,53.0,15.0,78.0
2015-10-18,13.0,15.0,44.0,108.0,14.0,108.0
2015-10-19,8.0,15.0,35.0,104.0,11.0,104.0
2015-10-20,100.0,33.0,7.0,74.0,17.0,100.0
2015-10-21,112.0,31.0,10.0,55.0,14.0,112.0
2015-10-22,79.0,31.0,2.0,60.0,11.0,79.0
2015-10-27,18.0,16.0,34.0,123.0,9.0,123.0
2015-10-28,100.0,29.0,4.0,65.0,13.0,100.0
2015-10-29,19.0,16.0,34.0,94.0,12.0,94.0
2015-10-30,92.0,28.0,5.0,70.0,12.0,92.0
2015-10-31,77.0,10.0,27.0,120.0,13.0,120.0
2015-11-01,5.0,15.0,28.0,119.0,6.0,119.0
2015-11-02,82.0,27.0,23.0,91.0,18.0,91.0
2015-11-03,9.0,15.0,25.0,117.0,10.0,117.0
2015-11-04,8.0,15.0,24.0,84.0,11.0,84.0
2015-11-05,4.0,15.0,34.0,89.0,10.0,89.0
2015-11-06,10.0,15.0,27.0,103.0,8.0,103.0
2015-11-07,90.0,31.0,4.0,36.0,24.0,90.0
2015-11-08,4.0,15.0,52.0,81.0,16.0,81.0
2015-11-09,13.0,16.0,29.0,112.0,11.0,112.0
2015-11-10,53.0,15.0,25.0,105.0,7.0,105.0
2015-11-11,82.0,21.0,26.0,91.0,18.0,91.0
2015-11-12,73.0,16.0,34.0,108.0,14.0,108.0
2015-11-15,73.0,17.0,15.0,39.0,10.0,73.0
2015-11-16,53.0,16.0,15.0,89.0,14.0,89.0
2015-11-17,51.0,15.0,17.0,87.0,23.0,87.0
2015-11-21,74.0,18.0,41.0,86.0,24.0,86.0
2015-11-22,64.0,21.0,20.0,88.0,16.0,88.0
2015-11-23,70.0,27.0,22.0,79.0,19.0,79.0
2015-11-24,61.0,20.0,21.0,77.0,16.0,77.0
2015-11-27,56.0,21.0,17.0,85.0,15.0,85.0
2015-11-28,73.0,11.0,16.0,143.0,13.0,143.0
2015-11-29,63.0,19.0,26.0,98.0,16.0,98.0
2015-11-30,66.0,17.0,29.0,105.0,19.0,105.0
2015-12-02,42.0,17.0,24.0,111.0,18.0,111.0
2015-12-03,57.0,16.0,32.0,82.0,8.0,82.0
2015-12-08,70.0,25.0,14.0,57.0,21.0,70.0
2015-12-09,55.0,20.0,31.0,65.0,20.0,65.0
2015-12-11,60.0,24.0,18.0,85.0,23.0,85.0
2015-12-12,57.0,19.0,18.0,90.0,19.0,90.0
2015-12-13,60.0,21.0,25.0,61.0,17.0,61.0
2015-12-14,34.0,17.0,14.0,40.0,9.0,40.0
2015-12-15,28.0,18.0,11.0,42.0,8.0,42.0
2015-12-16,31.0,18.0,14.0,44.0,11.0,44.0
2015-12-24,44.0,11.0,11.0,23.0,3.0,44.0
2015-12-25,29.0,19.0,10.0,52.0,12.0,52.0
2015-12-27,53.0,11.0,14.0,46.0,5.0,53.0
2015-12-28,55.0,12.0,10.0,36.0,7.0,55.0
2015-12-31,24.0,18.0,11.0,51.0,9.0,51.0
2016-01-01,72.0,32.0,12.0,37.0,11.0,72.0
2016-01-04,61.0,27.0,21.0,103.0,24.0,103.0
2016-01-05,99.0,33.0,24.0,55.0,21.0,99.0
2016-01-06,75.0,33.0,9.0,32.0,11.0,75.0
2016-01-07,75.0,33.0,8.0,41.0,12.0,75.0
2016-01-08,50.0,22.0,10.0,62.0,9.0,62.0
2016-01-09,77.0,33.0,8.0,36.0,8.0,77.0
2016-01-10,57.0,32.0,16.0,86.0,15.0,86.0
2016-01-11,59.0,24.0,26.0,93.0,14.0,93.0
2016-01-12,72.0,35.0,11.0,40.0,12.0,72.0
2016-01-13,65.0,11.0,36.0,32.0,14.0,65.0
2016-01-14,59.0,27.0,17.0,53.0,18.0,59.0
2016-01-15,68.0,35.0,21.0,39.0,10.0,68.0
2016-01-16,59.0,42.0,26.0,95.0,4.0,95.0
2016-01-17,58.0,42.0,19.0,149.0,4.0,149.0
2016-01-19,59.0,17.0,31.0,83.0,4.0,83.0
2016-01-20,54.0,44.0,33.0,69.0,3.0,69.0
2016-01-21,54.0,16.0,35.0,73.0,8.0,73.0
2016-01-24,55.0,41.0,38.0,48.0,2.0,55.0
2016-01-25,33.0,40.0,32.0,49.0,4.0,49.0
2016-01-26,61.0,42.0,40.0,54.0,3.0,61.0
2016-01-28,58.0,42.0,30.0,77.0,3.0,77.0
2016-01-29,55.0,4.0,29.0,83.0,16.0,83.0
2016-02-02,52.0,32.0,7.0,38.0,9.0,52.0
2016-02-03,36.0,2.0,27.0,57.0,15.0,57.0
2016-02-04,68.0,13.0,12.0,56.0,11.0,68.0
2016-02-05,61.0,11.0,12.0,57.0,13.0,61.0
2016-02-06,63.0,8.0,28.0,87.0,17.0,87.0
2016-02-07,64.0,8.0,19.0,46.0,8.0,64.0
2016-02-09,20.0,41.0,13.0,53.0,2.0,53.0
2016-02-11,39.0,6.0,51.0,65.0,5.0,65.0
2016-02-12,28.0,7.0,40.0,52.0,11.0,52.0
2016-02-13,48.0,7.0,99.0,114.0,18.0,114.0
2016-02-14,50.0,6.0,54.0,96.0,11.0,96.0
2016-02-15,55.0,9.0,29.0,63.0,12.0,63.0
2016-02-17,71.0,8.0,11.0,18.0,10.0,71.0
2016-02-18,63.0,7.0,72.0,65.0,8.0,72.0
2016-02-19,38.0,8.0,56.0,85.0,11.0,85.0
2016-02-20,78.0,14.0,31.0,52.0,3.0,78.0
2016-02-21,83.0,8.0,11.0,26.0,9.0,83.0
2016-02-22,65.0,8.0,7.0,30.0,11.0,65.0
2016-02-23,25.0,11.0,39.0,79.0,8.0,79.0
2016-02-24,66.0,8.0,9.0,25.0,13.0,66.0
2016-02-25,6.0,6.0,31.0,62.0,14.0,62.0
2016-02-26,3.0,5.0,31.0,57.0,9.0,57.0
2016-02-27,4.0,7.0,37.0,57.0,8.0,57.0
2016-03-01,22.0,6.0,24.0,59.0,9.0,59.0
2016-03-02,52.0,15.0,26.0,40.0,3.0,52.0
2016-03-03,46.0,7.0,54.0,52.0,11.0,54.0
2016-03-04,68.0,15.0,40.0,41.0,3.0,68.0
2016-03-05,48.0,12.0,30.0,58.0,7.0,58.0
2016-03-06,80.0,11.0,16.0,63.0,13.0,80.0
2016-03-07,52.0,15.0,16.0,102.0,4.0,102.0
2016-03-08,52.0,15.0,15.0,81.0,5.0,81.0
2016-03-09,58.0,15.0,24.0,99.0,4.0,99.0
2016-03-10,54.0,15.0,22.0,133.0,3.0,133.0
2016-03-11,55.0,10.0,31.0,98.0,12.0,98.0
2016-03-12,59.0,11.0,33.0,109.0,24.0,109.0
2016-03-13,56.0,15.0,16.0,78.0,1.0,78.0
2016-03-14,74.0,12.0,17.0,50.0,12.0,74.0
2016-03-15,71.0,14.0,31.0,173.0,16.0,173.0
2016-03-16,60.0,9.0,40.0,119.0,19.0,119.0
2016-03-17,54.0,10.0,24.0,120.0,16.0,120.0
2016-03-18,55.0,9.0,44.0,61.0,10.0,61.0
2016-03-19,53.0,10.0,25.0,91.0,14.0,91.0
2016-03-20,50.0,7.0,23.0,91.0,11.0,91.0
2016-03-21,66.0,14.0,12.0,24.0,8.0,66.0
2016-03-22,76.0,14.0,45.0,71.0,9.0,76.0
2016-03-23,30.0,6.0,21.0,74.0,10.0,74.0
2016-03-24,49.0,6.0,27.0,122.0,14.0,122.0
2016-03-25,72.0,23.0,28.0,136.0,15.0,136.0
2016-03-26,57.0,20.0,23.0,128.0,6.0,128.0
2016-03-27,58.0,21.0,25.0,88.0,4.0,88.0
2016-03-28,60.0,21.0,25.0,63.0,4.0,63.0
2016-03-29,58.0,21.0,18.0,93.0,4.0,93.0
2016-03-30,74.0,10.0,50.0,63.0,11.0,74.0
2016-03-31,81.0,15.0,10.0,26.0,11.0,81.0
2016-04-01,69.0,21.0,32.0,84.0,8.0,84.0
2016-04-02,45.0,21.0,15.0,102.0,3.0,102.0
2016-04-03,47.0,10.0,48.0,80.0,10.0,80.0
2016-04-05,44.0,20.0,14.0,66.0,2.0,66.0
2016-04-06,55.0,21.0,17.0,98.0,4.0,98.0
2016-04-07,53.0,21.0,20.0,77.0,8.0,77.0
2016-04-08,65.0,16.0,10.0,24.0,19.0,65.0
2016-04-09,46.0,7.0,23.0,94.0,22.0,94.0
2016-04-10,57.0,21.0,17.0,76.0,5.0,76.0
2016-04-11,70.0,21.0,25.0,139.0,7.0,139.0
2016-04-12,99.0,19.0,12.0,22.0,16.0,99.0
2016-04-13,71.0,18.0,9.0,34.0,13.0,71.0
2016-04-14,73.0,16.0,39.0,123.0,18.0,123.0
2016-04-15,57.0,12.0,33.0,117.0,20.0,117.0
2016-04-16,69.0,9.0,58.0,78.0,16.0,78.0
2016-04-17,56.0,23.0,21.0,78.0,4.0,78.0
2016-04-18,39.0,8.0,47.0,93.0,13.0,93.0
2016-04-19,54.0,8.0,46.0,80.0,15.0,80.0
2016-04-20,39.0,22.0,17.0,99.0,4.0,99.0
2016-04-21,51.0,7.0,51.0,135.0,18.0,135.0
2016-04-23,46.0,12.0,32.0,65.0,7.0,65.0
2016-04-24,63.0,17.0,20.0,42.0,11.0,63.0
2016-04-25,54.0,9.0,42.0,66.0,10.0,66.0
2016-04-26,71.0,29.0,30.0,13.0,3.0,71.0
2016-04-27,59.0,23.0,18.0,76.0,4.0,76.0
2016-04-28,58.0,10.0,47.0,82.0,13.0,82.0
2016-04-29,47.0,9.0,39.0,74.0,8.0,74.0
2016-04-30,71.0,16.0,21.0,39.0,10.0,71.0
2016-05-01,57.0,9.0,69.0,62.0,9.0,69.0
2016-05-02,52.0,9.0,49.0,66.0,8.0,66.0
2016-05-03,70.0,17.0,18.0,28.0,6.0,70.0
2016-05-04,78.0,24.0,47.0,54.0,9.0,78.0
2016-05-05,63.0,14.0,24.0,17.0,6.0,63.0
2016-05-06,79.0,23.0,43.0,128.0,7.0,128.0
2016-05-07,62.0,10.0,27.0,93.0,11.0,93.0
2016-05-08,74.0,16.0,44.0,84.0,22.0,84.0
2016-05-09,63.0,13.0,30.0,145.0,13.0,145.0
2016-05-10,67.0,23.0,23.0,86.0,8.0,86.0
2016-05-11,56.0,23.0,19.0,84.0,5.0,84.0
2016-05-12,88.0,18.0,27.0,73.0,14.0,88.0
2016-05-13,41.0,8.0,45.0,94.0,13.0,94.0
2016-05-14,5.0,8.0,39.0,104.0,8.0,104.0
2016-05-15,2.0,11.0,46.0,73.0,7.0,73.0
2016-05-16,33.0,9.0,39.0,92.0,9.0,92.0
2016-05-17,78.0,14.0,29.0,83.0,21.0,83.0
2016-05-18,78.0,15.0,34.0,42.0,17.0,78.0
2016-05-19,60.0,22.0,24.0,155.0,5.0,155.0
2016-05-20,62.0,8.0,43.0,90.0,10.0,90.0
2016-05-21,51.0,7.0,37.0,81.0,14.0,81.0
2016-05-22,57.0,7.0,53.0,109.0,15.0,109.0
2016-05-23,54.0,22.0,19.0,118.0,3.0,118.0
2016-05-24,63.0,9.0,55.0,91.0,19.0,91.0
2016-05-25,44.0,9.0,47.0,82.0,13.0,82.0
2016-05-26,91.0,38.0,27.0,47.0,17.0,91.0
2016-05-27,89.0,28.0,31.0,61.0,29.0,89.0
2016-05-28,94.0,20.0,39.0,77.0,18.0,94.0
2016-05-29,61.0,18.0,16.0,31.0,13.0,61.0
