tanggal,pm10,so2,co,o3,no2,max
2017-03-18,50.0,20.0,20.0,64.0,23.0,64.0
2017-03-19,47.0,23.0,16.0,84.0,20.0,84.0
2017-03-20,32.0,15.0,11.0,48.0,7.0,48.0
2017-03-21,51.0,13.0,23.0,32.0,3.0,51.0
2017-03-22,47.0,40.0,11.0,53.0,9.0,53.0
2017-03-23,53.0,42.0,24.0,65.0,11.0,65.0
2017-03-24,66.0,50.0,44.0,125.0,8.0,125.0
2017-03-25,58.0,43.0,15.0,73.0,7.0,73.0
2017-03-26,66.0,32.0,39.0,47.0,6.0,66.0
2017-03-27,50.0,47.0,13.0,83.0,9.0,83.0
2017-03-28,68.0,23.0,18.0,85.0,16.0,85.0
2017-03-29,54.0,23.0,21.0,77.0,11.0,77.0
2017-03-30,45.0,32.0,14.0,48.0,6.0,48.0
2017-03-31,31.0,38.0,4.0,34.0,2.0,38.0
2017-04-01,39.0,17.0,12.0,110.0,10.0,110.0
2017-04-02,51.0,19.0,20.0,96.0,15.0,96.0
2017-04-03,33.0,32.0,13.0,61.0,8.0,61.0
2017-04-04,40.0,17.0,24.0,150.0,19.0,150.0
2017-04-05,53.0,32.0,30.0,41.0,7.0,53.0
2017-04-06,33.0,10.0,16.0,6.0,2.0,33.0
2017-04-07,40.0,12.0,17.0,57.0,3.0,57.0
2017-04-08,17.0,8.0,16.0,38.0,1.0,38.0
2017-04-09,23.0,33.0,6.0,31.0,3.0,33.0
2017-04-10,65.0,23.0,18.0,113.0,21.0,113.0
2017-04-11,66.0,29.0,14.0,132.0,29.0,132.0
2017-04-12,21.0,34.0,9.0,110.0,11.0,110.0
2017-04-13,21.0,34.0,9.0,108.0,12.0,108.0
2017-04-14,31.0,34.0,15.0,81.0,8.0,81.0
2017-04-15,34.0,34.0,12.0,82.0,7.0,82.0
2017-04-16,46.0,34.0,17.0,91.0,6.0,91.0
2017-04-17,33.0,38.0,11.0,92.0,7.0,92.0
2017-04-18,69.0,26.0,13.0,113.0,17.0,113.0
2017-04-19,63.0,18.0,60.0,139.0,16.0,139.0
2017-04-20,59.0,45.0,21.0,140.0,20.0,140.0
2017-04-21,62.0,16.0,38.0,127.0,11.0,127.0
2017-04-22,61.0,34.0,10.0,88.0,10.0,88.0
2017-04-23,41.0,35.0,17.0,123.0,6.0,123.0
2017-04-24,46.0,36.0,8.0,95.0,12.0,95.0
2017-04-25,93.0,34.0,18.0,38.0,8.0,93.0
2017-04-26,57.0,34.0,6.0,36.0,8.0,57.0
2017-04-27,61.0,11.0,33.0,82.0,6.0,82.0
2017-04-28,52.0,26.0,16.0,88.0,24.0,88.0
2017-04-29,54.0,40.0,9.0,28.0,10.0,54.0
2017-04-30,56.0,23.0,17.0,139.0,14.0,139.0
2017-05-01,55.0,17.0,1.0,104.0,15.0,104.0
2017-05-02,39.0,33.0,16.0,85.0,5.0,85.0
2017-05-03,52.0,34.0,27.0,112.0,10.0,112.0
2017-05-04,52.0,14.0,1.0,96.0,11.0,96.0
2017-05-05,37.0,34.0,13.0,94.0,6.0,94.0
2017-05-06,45.0,35.0,14.0,71.0,11.0,71.0
2017-05-07,42.0,35.0,17.0,74.0,8.0,74.0
2017-05-08,45.0,35.0,16.0,83.0,8.0,83.0
2017-05-09,58.0,35.0,18.0,77.0,8.0,77.0
2017-05-11,68.0,22.0,24.0,125.0,17.0,125.0
2017-05-12,87.0,35.0,18.0,117.0,9.0,117.0
2017-05-13,59.0,35.0,10.0,105.0,12.0,105.0
2017-05-14,60.0,35.0,9.0,92.0,6.0,92.0
2017-05-15,66.0,38.0,13.0,115.0,11.0,115.0
2017-05-16,67.0,36.0,13.0,108.0,7.0,108.0
2017-05-18,52.0,17.0,37.0,124.0,13.0,124.0
2017-05-19,69.0,18.0,61.0,126.0,18.0,126.0
2017-05-20,68.0,36.0,12.0,111.0,7.0,111.0
2017-05-21,61.0,36.0,9.0,89.0,7.0,89.0
2017-05-22,59.0,37.0,7.0,98.0,9.0,98.0
2017-05-23,52.0,18.0,36.0,109.0,15.0,109.0
2017-05-24,76.0,38.0,11.0,102.0,11.0,102.0
2017-05-26,72.0,35.0,15.0,151.0,12.0,151.0
2017-05-27,78.0,37.0,9.0,164.0,9.0,164.0
2017-05-28,61.0,38.0,6.0,79.0,5.0,79.0
2017-05-31,56.0,15.0,17.0,26.0,3.0,56.0
2017-06-01,41.0,11.0,20.0,23.0,3.0,41.0
2017-06-02,46.0,35.0,11.0,79.0,7.0,79.0
2017-06-03,72.0,37.0,14.0,105.0,7.0,105.0
2017-06-04,65.0,36.0,13.0,95.0,7.0,95.0
2017-06-05,57.0,35.0,9.0,98.0,7.0,98.0
2017-06-06,49.0,36.0,6.0,84.0,6.0,84.0
2017-06-07,54.0,38.0,6.0,95.0,8.0,95.0
2017-06-09,58.0,39.0,8.0,75.0,7.0,75.0
2017-06-10,58.0,37.0,8.0,86.0,6.0,86.0
2017-06-11,104.0,35.0,15.0,62.0,9.0,104.0
2017-06-12,57.0,35.0,8.0,79.0,7.0,79.0
2017-06-13,60.0,18.0,46.0,90.0,17.0,90.0
2017-06-14,55.0,35.0,8.0,96.0,7.0,96.0
2017-06-18,50.0,23.0,12.0,93.0,12.0,93.0
2017-06-19,55.0,33.0,10.0,120.0,12.0,120.0
2017-06-20,54.0,29.0,6.0,140.0,11.0,140.0
2017-06-26,22.0,44.0,8.0,29.0,3.0,44.0
2017-06-27,18.0,11.0,2.0,51.0,4.0,51.0
2017-06-28,37.0,11.0,12.0,68.0,7.0,68.0
2017-06-29,30.0,11.0,6.0,73.0,5.0,73.0
2017-06-30,24.0,24.0,8.0,63.0,6.0,63.0
2017-07-01,35.0,11.0,8.0,69.0,4.0,69.0
2017-07-02,57.0,11.0,3.0,62.0,5.0,62.0
2017-07-03,46.0,12.0,3.0,60.0,4.0,60.0
2017-07-04,51.0,12.0,3.0,85.0,6.0,85.0
2017-07-05,51.0,18.0,29.0,86.0,14.0,86.0
2017-07-06,55.0,11.0,5.0,93.0,6.0,93.0
2017-07-07,76.0,30.0,13.0,143.0,14.0,143.0
2017-07-08,83.0,29.0,25.0,108.0,22.0,108.0
2017-07-09,51.0,18.0,33.0,93.0,11.0,93.0
2017-07-10,35.0,26.0,12.0,73.0,11.0,73.0
2017-07-11,40.0,12.0,2.0,74.0,5.0,74.0
2017-07-12,50.0,28.0,10.0,92.0,16.0,92.0
2017-07-13,51.0,12.0,3.0,123.0,5.0,123.0
2017-07-14,62.0,12.0,4.0,143.0,7.0,143.0
2017-07-15,73.0,30.0,18.0,47.0,16.0,73.0
2017-07-16,67.0,12.0,10.0,94.0,8.0,94.0
2017-07-17,58.0,35.0,11.0,120.0,14.0,120.0
2017-07-18,65.0,12.0,14.0,114.0,13.0,114.0
2017-07-19,69.0,25.0,41.0,153.0,15.0,153.0
2017-07-20,68.0,12.0,4.0,122.0,15.0,122.0
2017-07-21,58.0,32.0,11.0,145.0,21.0,145.0
2017-07-22,54.0,12.0,4.0,155.0,8.0,155.0
2017-07-24,50.0,16.0,40.0,94.0,16.0,94.0
2017-07-26,57.0,12.0,4.0,94.0,8.0,94.0
2017-07-27,55.0,19.0,38.0,118.0,15.0,118.0
2017-07-28,48.0,12.0,2.0,94.0,8.0,94.0
2017-07-29,33.0,12.0,2.0,71.0,3.0,71.0
2017-07-30,42.0,17.0,38.0,88.0,14.0,88.0
2017-08-01,57.0,33.0,9.0,76.0,16.0,76.0
2017-08-02,49.0,12.0,4.0,94.0,6.0,94.0
2017-08-04,55.0,12.0,3.0,104.0,6.0,104.0
2017-08-05,69.0,12.0,5.0,94.0,14.0,94.0
2017-08-06,66.0,12.0,2.0,116.0,9.0,116.0
2017-08-07,84.0,12.0,3.0,94.0,9.0,94.0
2017-08-09,68.0,34.0,19.0,153.0,17.0,153.0
2017-08-10,49.0,12.0,7.0,107.0,10.0,107.0
2017-08-11,57.0,12.0,23.0,128.0,11.0,128.0
2017-08-12,72.0,13.0,27.0,97.0,14.0,97.0
2017-08-13,62.0,12.0,14.0,101.0,5.0,101.0
2017-08-14,58.0,15.0,25.0,118.0,5.0,118.0
2017-08-15,68.0,12.0,21.0,120.0,11.0,120.0
2017-08-16,59.0,13.0,15.0,134.0,10.0,134.0
2017-08-17,53.0,13.0,12.0,125.0,11.0,125.0
2017-08-18,61.0,13.0,12.0,129.0,6.0,129.0
2017-08-19,56.0,13.0,10.0,81.0,4.0,81.0
2017-08-20,47.0,18.0,30.0,88.0,4.0,88.0
2017-08-21,58.0,13.0,12.0,90.0,5.0,90.0
2017-08-22,62.0,13.0,20.0,137.0,10.0,137.0
2017-08-24,57.0,13.0,10.0,71.0,5.0,71.0
2017-08-25,51.0,13.0,10.0,81.0,5.0,81.0
2017-08-26,63.0,14.0,15.0,71.0,8.0,71.0
2017-08-29,59.0,13.0,14.0,154.0,5.0,154.0
2017-08-30,52.0,13.0,13.0,85.0,12.0,85.0
2017-08-31,58.0,14.0,14.0,82.0,5.0,82.0
2017-09-01,56.0,13.0,11.0,76.0,8.0,76.0
2017-09-02,53.0,13.0,10.0,92.0,4.0,92.0
2017-09-03,107.0,51.0,19.0,57.0,10.0,107.0
2017-09-04,73.0,14.0,18.0,157.0,7.0,157.0
2017-09-05,57.0,37.0,8.0,92.0,12.0,92.0
2017-09-06,46.0,13.0,14.0,88.0,5.0,88.0
2017-09-07,68.0,13.0,30.0,74.0,7.0,74.0
2017-09-08,64.0,14.0,14.0,79.0,7.0,79.0
2017-09-09,59.0,14.0,14.0,96.0,8.0,96.0
2017-09-10,53.0,40.0,9.0,99.0,12.0,99.0
2017-09-11,56.0,17.0,20.0,95.0,4.0,95.0
2017-09-12,57.0,13.0,13.0,107.0,5.0,107.0
2017-09-13,59.0,46.0,17.0,145.0,21.0,145.0
2017-09-14,72.0,15.0,20.0,140.0,10.0,140.0
2017-09-15,64.0,14.0,20.0,144.0,10.0,144.0
2017-09-16,75.0,52.0,16.0,57.0,12.0,75.0
2017-09-17,53.0,19.0,15.0,78.0,3.0,78.0
2017-09-18,55.0,14.0,13.0,72.0,8.0,72.0
2017-09-19,67.0,14.0,13.0,88.0,7.0,88.0
2017-09-20,57.0,14.0,11.0,121.0,15.0,121.0
2017-09-21,63.0,14.0,13.0,100.0,10.0,100.0
2017-09-22,67.0,14.0,16.0,161.0,7.0,161.0
2017-09-23,63.0,20.0,21.0,137.0,7.0,137.0
2017-09-24,59.0,42.0,10.0,103.0,16.0,103.0
2017-09-25,50.0,13.0,12.0,109.0,6.0,109.0
2017-09-26,51.0,13.0,17.0,77.0,5.0,77.0
2017-09-27,62.0,18.0,27.0,30.0,6.0,62.0
2017-09-28,62.0,45.0,34.0,121.0,18.0,121.0
2017-09-29,61.0,13.0,18.0,132.0,9.0,132.0
2017-09-30,40.0,13.0,14.0,76.0,7.0,76.0
2017-10-01,49.0,42.0,13.0,81.0,12.0,81.0
2017-10-02,38.0,13.0,20.0,83.0,7.0,83.0
2017-10-03,38.0,13.0,16.0,84.0,10.0,84.0
2017-10-04,42.0,13.0,11.0,108.0,9.0,108.0
2017-10-05,53.0,13.0,17.0,77.0,7.0,77.0
2017-10-06,53.0,13.0,15.0,87.0,8.0,87.0
2017-10-07,52.0,14.0,15.0,134.0,5.0,134.0
2017-10-08,41.0,15.0,11.0,97.0,6.0,97.0
2017-10-10,58.0,51.0,27.0,82.0,14.0,82.0
2017-10-14,36.0,18.0,19.0,107.0,5.0,107.0
2017-10-16,41.0,46.0,8.0,84.0,18.0,84.0
2017-10-17,42.0,48.0,10.0,134.0,18.0,134.0
2017-10-19,57.0,52.0,16.0,86.0,14.0,86.0
2017-10-24,51.0,52.0,10.0,110.0,8.0,110.0
2017-10-25,52.0,52.0,9.0,93.0,10.0,93.0
2017-10-26,52.0,50.0,12.0,68.0,17.0,68.0
2017-10-31,43.0,13.0,14.0,119.0,6.0,119.0
2017-11-02,70.0,51.0,15.0,138.0,18.0,138.0
2017-11-07,32.0,15.0,16.0,56.0,10.0,56.0
2017-11-09,45.0,49.0,11.0,75.0,16.0,75.0
2017-11-10,52.0,53.0,10.0,106.0,11.0,106.0
2017-11-11,56.0,20.0,24.0,150.0,5.0,150.0
2017-11-12,48.0,52.0,9.0,99.0,9.0,99.0
2017-11-13,49.0,48.0,12.0,66.0,19.0,66.0
2017-11-14,41.0,14.0,19.0,99.0,7.0,99.0
2017-11-15,37.0,14.0,17.0,121.0,12.0,121.0
2017-11-16,54.0,26.0,27.0,125.0,6.0,125.0
2017-11-17,51.0,53.0,20.0,126.0,18.0,126.0
2017-11-18,53.0,21.0,31.0,110.0,10.0,110.0
2017-11-19,56.0,18.0,36.0,85.0,8.0,85.0
2017-11-20,48.0,21.0,20.0,128.0,5.0,128.0
2017-11-21,51.0,19.0,35.0,153.0,6.0,153.0
2017-11-22,65.0,53.0,13.0,117.0,10.0,117.0
2017-11-23,70.0,55.0,16.0,71.0,20.0,71.0
2017-11-24,32.0,53.0,6.0,32.0,18.0,53.0
2017-11-25,29.0,53.0,7.0,29.0,7.0,53.0
2017-11-26,25.0,53.0,6.0,27.0,6.0,53.0
2017-11-27,19.0,53.0,7.0,18.0,7.0,53.0
2017-11-28,18.0,53.0,8.0,18.0,7.0,53.0
2017-11-29,24.0,53.0,7.0,37.0,15.0,53.0
2017-11-30,27.0,53.0,13.0,23.0,13.0,53.0
2017-12-01,17.0,49.0,8.0,17.0,8.0,49.0
2017-12-02,34.0,49.0,11.0,16.0,7.0,49.0
2017-12-03,31.0,49.0,9.0,29.0,7.0,49.0
2017-12-04,22.0,50.0,6.0,29.0,5.0,50.0
2017-12-05,25.0,50.0,8.0,38.0,7.0,50.0
2017-12-06,37.0,51.0,10.0,95.0,21.0,95.0
2017-12-07,16.0,14.0,13.0,77.0,5.0,77.0
2017-12-08,10.0,14.0,8.0,77.0,3.0,77.0
2017-12-09,9.0,15.0,7.0,73.0,4.0,73.0
2017-12-10,24.0,51.0,6.0,25.0,6.0,51.0
2017-12-11,29.0,51.0,9.0,30.0,11.0,51.0
2017-12-12,5.0,14.0,15.0,46.0,3.0,46.0
2017-12-13,21.0,51.0,23.0,19.0,7.0,51.0
2017-12-14,25.0,14.0,13.0,59.0,3.0,59.0
2017-12-15,34.0,51.0,9.0,31.0,18.0,51.0
2017-12-16,63.0,29.0,14.0,38.0,7.0,63.0
2017-12-17,25.0,51.0,11.0,25.0,7.0,51.0
2017-12-18,24.0,52.0,8.0,25.0,7.0,52.0
2017-12-19,22.0,52.0,7.0,33.0,11.0,52.0
2017-12-20,26.0,52.0,7.0,30.0,12.0,52.0
2017-12-22,29.0,52.0,19.0,30.0,12.0,52.0
2017-12-23,30.0,52.0,11.0,56.0,9.0,56.0
2017-12-26,13.0,14.0,9.0,40.0,2.0,40.0
2017-12-29,36.0,20.0,22.0,84.0,8.0,84.0
2017-12-30,52.0,19.0,21.0,81.0,7.0,81.0
2017-12-31,63.0,33.0,25.0,36.0,9.0,63.0
2018-01-01,76.0,31.0,31.0,33.0,6.0,76.0
2018-01-02,17.0,16.0,7.0,39.0,3.0,39.0
2018-01-03,15.0,16.0,15.0,101.0,8.0,101.0
2018-01-04,11.0,16.0,14.0,57.0,5.0,57.0
2018-01-05,44.0,32.0,12.0,18.0,6.0,44.0
2018-01-06,15.0,18.0,22.0,31.0,3.0,31.0
2018-01-07,18.0,19.0,7.0,46.0,4.0,46.0
2018-01-08,47.0,27.0,13.0,73.0,11.0,73.0
2018-01-09,42.0,17.0,12.0,63.0,6.0,63.0
2018-01-17,30.0,46.0,9.0,60.0,3.0,60.0
2018-01-18,33.0,47.0,13.0,56.0,4.0,56.0
2018-01-19,36.0,51.0,29.0,24.0,13.0,51.0
2018-01-20,24.0,51.0,7.0,29.0,5.0,51.0
2018-01-21,21.0,51.0,6.0,31.0,4.0,51.0
2018-01-22,20.0,52.0,7.0,25.0,3.0,52.0
2018-01-25,21.0,53.0,8.0,23.0,6.0,53.0
2018-01-26,18.0,53.0,7.0,19.0,5.0,53.0
2018-01-27,19.0,44.0,16.0,63.0,2.0,63.0
2018-01-28,34.0,55.0,9.0,33.0,6.0,55.0
2018-01-29,16.0,54.0,8.0,13.0,5.0,54.0
2018-01-30,17.0,41.0,22.0,41.0,2.0,41.0
2018-01-31,16.0,42.0,21.0,58.0,1.0,58.0
2018-02-01,34.0,43.0,32.0,73.0,3.0,73.0
2018-02-02,47.0,16.0,17.0,68.0,6.0,68.0
2018-02-03,35.0,38.0,21.0,59.0,3.0,59.0
2018-02-04,27.0,36.0,28.0,57.0,3.0,57.0
2018-02-05,24.0,35.0,28.0,66.0,3.0,66.0
2018-02-06,40.0,40.0,59.0,75.0,6.0,75.0
2018-02-07,37.0,38.0,38.0,89.0,4.0,89.0
2018-02-13,50.0,10.0,25.0,75.0,5.0,75.0
2018-02-14,44.0,11.0,27.0,80.0,6.0,80.0
2018-02-15,46.0,12.0,63.0,58.0,5.0,63.0
2018-02-16,19.0,7.0,17.0,68.0,3.0,68.0
2018-02-17,53.0,3.0,18.0,31.0,11.0,53.0
2018-02-18,28.0,10.0,23.0,80.0,2.0,80.0
2018-02-19,24.0,11.0,20.0,65.0,4.0,65.0
2018-02-20,52.0,32.0,35.0,62.0,7.0,62.0
2018-02-21,51.0,26.0,12.0,66.0,26.0,66.0
2018-02-22,52.0,14.0,66.0,38.0,5.0,66.0
2018-02-23,63.0,21.0,88.0,42.0,5.0,88.0
2018-02-24,47.0,16.0,12.0,76.0,5.0,76.0
2018-02-25,23.0,6.0,20.0,91.0,3.0,91.0
2018-02-26,31.0,10.0,33.0,80.0,4.0,80.0
2018-02-27,47.0,17.0,16.0,64.0,5.0,64.0
2018-02-28,56.0,18.0,22.0,80.0,13.0,80.0
2018-03-01,51.0,13.0,40.0,126.0,5.0,126.0
2018-03-02,47.0,29.0,13.0,146.0,17.0,146.0
2018-03-03,53.0,15.0,37.0,109.0,5.0,109.0
2018-03-04,56.0,13.0,64.0,194.0,5.0,194.0
2018-03-05,48.0,10.0,48.0,79.0,3.0,79.0
2018-03-06,63.0,18.0,16.0,103.0,7.0,103.0
2018-03-07,66.0,17.0,17.0,76.0,6.0,76.0
2018-03-08,33.0,13.0,47.0,107.0,3.0,107.0
2018-03-09,52.0,15.0,59.0,81.0,4.0,81.0
2018-03-10,60.0,18.0,24.0,54.0,8.0,60.0
2018-03-11,30.0,18.0,11.0,63.0,3.0,63.0
2018-03-12,26.0,15.0,12.0,46.0,4.0,46.0
2018-03-13,27.0,18.0,9.0,61.0,4.0,61.0
2018-03-15,68.0,37.0,22.0,136.0,30.0,136.0
2018-03-17,57.0,13.0,18.0,155.0,5.0,155.0
2018-03-21,44.0,25.0,19.0,87.0,14.0,87.0
2018-03-22,26.0,16.0,9.0,51.0,3.0,51.0
2018-03-23,64.0,14.0,49.0,94.0,4.0,94.0
2018-03-24,66.0,27.0,23.0,28.0,4.0,66.0
2018-03-25,24.0,24.0,10.0,64.0,19.0,64.0
2018-03-26,46.0,27.0,17.0,90.0,19.0,90.0
2018-03-27,34.0,22.0,8.0,94.0,7.0,94.0
2018-03-28,71.0,31.0,42.0,195.0,21.0,195.0
2018-03-29,55.0,34.0,12.0,129.0,15.0,129.0
2018-03-30,56.0,30.0,22.0,105.0,18.0,105.0
2018-04-02,33.0,15.0,8.0,57.0,1.0,57.0
2018-04-03,45.0,15.0,14.0,80.0,4.0,80.0
2018-04-04,14.0,15.0,8.0,96.0,4.0,96.0
2018-04-05,62.0,23.0,26.0,202.0,8.0,202.0
2018-04-06,45.0,17.0,10.0,144.0,5.0,144.0
2018-04-07,53.0,17.0,29.0,74.0,9.0,74.0
2018-04-09,33.0,16.0,13.0,85.0,7.0,85.0
2018-04-10,42.0,17.0,12.0,66.0,8.0,66.0
2018-04-13,41.0,20.0,8.0,121.0,4.0,121.0
2018-04-14,45.0,11.0,10.0,141.0,4.0,141.0
2018-04-15,57.0,11.0,15.0,168.0,3.0,168.0
2018-04-16,61.0,12.0,17.0,185.0,4.0,185.0
2018-04-17,60.0,10.0,15.0,142.0,6.0,142.0
2018-04-18,81.0,25.0,21.0,75.0,14.0,81.0
2018-04-19,68.0,13.0,24.0,133.0,6.0,133.0
2018-04-20,50.0,12.0,16.0,92.0,5.0,92.0
2018-04-21,66.0,14.0,27.0,162.0,6.0,162.0
2018-04-22,66.0,14.0,21.0,117.0,6.0,117.0
2018-04-23,51.0,10.0,19.0,84.0,5.0,84.0
2018-04-24,56.0,16.0,27.0,90.0,10.0,90.0
2018-04-27,62.0,15.0,12.0,35.0,16.0,62.0
2018-04-28,38.0,16.0,14.0,96.0,5.0,96.0
2018-04-29,65.0,13.0,20.0,120.0,5.0,120.0
2018-04-30,78.0,24.0,29.0,89.0,22.0,89.0
2018-05-01,56.0,20.0,10.0,101.0,5.0,101.0
2018-05-02,64.0,18.0,18.0,183.0,5.0,183.0
2018-05-03,75.0,20.0,22.0,166.0,5.0,166.0
2018-05-04,85.0,19.0,24.0,164.0,8.0,164.0
2018-05-05,78.0,19.0,22.0,137.0,6.0,137.0
2018-05-06,62.0,22.0,8.0,109.0,4.0,109.0
2018-05-07,56.0,23.0,11.0,77.0,6.0,77.0
2018-05-08,61.0,22.0,14.0,204.0,6.0,204.0
2018-05-09,67.0,20.0,15.0,156.0,6.0,156.0
2018-05-10,61.0,20.0,9.0,107.0,5.0,107.0
2018-05-11,62.0,23.0,12.0,83.0,5.0,83.0
2018-05-12,66.0,25.0,21.0,144.0,6.0,144.0
2018-05-13,78.0,18.0,23.0,131.0,5.0,131.0
2018-05-14,72.0,20.0,13.0,178.0,4.0,178.0
2018-05-15,84.0,20.0,25.0,143.0,5.0,143.0
2018-05-16,75.0,20.0,16.0,151.0,5.0,151.0
2018-05-17,56.0,16.0,14.0,80.0,7.0,80.0
2018-05-18,78.0,19.0,26.0,86.0,6.0,86.0
2018-05-19,54.0,16.0,11.0,102.0,4.0,102.0
2018-05-20,61.0,17.0,17.0,98.0,5.0,98.0
2018-05-21,60.0,17.0,17.0,185.0,4.0,185.0
2018-05-22,35.0,19.0,12.0,80.0,4.0,80.0
2018-05-23,44.0,20.0,7.0,74.0,4.0,74.0
2018-05-24,31.0,18.0,11.0,94.0,5.0,94.0
2018-05-25,66.0,22.0,17.0,92.0,7.0,92.0
2018-05-26,62.0,28.0,18.0,119.0,7.0,119.0
2018-05-27,61.0,21.0,17.0,156.0,6.0,156.0
2018-05-28,64.0,14.0,18.0,120.0,33.0,120.0
2018-05-29,69.0,26.0,21.0,118.0,6.0,118.0
2018-05-30,76.0,19.0,24.0,191.0,5.0,191.0
2018-06-01,65.0,18.0,30.0,115.0,7.0,115.0
2018-06-02,59.0,17.0,14.0,86.0,5.0,86.0
2018-06-03,62.0,19.0,13.0,145.0,4.0,145.0
2018-06-04,60.0,20.0,11.0,125.0,5.0,125.0
2018-06-05,52.0,24.0,10.0,146.0,4.0,146.0
2018-06-06,62.0,17.0,16.0,133.0,5.0,133.0
2018-06-07,61.0,19.0,21.0,179.0,6.0,179.0
2018-06-08,58.0,16.0,16.0,162.0,5.0,162.0
2018-06-09,74.0,17.0,34.0,167.0,9.0,167.0
2018-06-10,68.0,27.0,18.0,203.0,17.0,203.0
2018-06-11,74.0,18.0,6.0,169.0,14.0,169.0
2018-06-12,64.0,14.0,9.0,161.0,13.0,161.0
2018-06-13,56.0,13.0,27.0,163.0,5.0,163.0
2018-06-14,52.0,15.0,18.0,144.0,5.0,144.0
2018-06-15,54.0,12.0,7.0,161.0,7.0,161.0
2018-06-16,59.0,37.0,15.0,139.0,17.0,139.0
2018-06-17,46.0,20.0,11.0,88.0,3.0,88.0
2018-06-18,39.0,18.0,10.0,75.0,3.0,75.0
2018-06-19,44.0,19.0,13.0,97.0,3.0,97.0
2018-06-20,53.0,18.0,16.0,86.0,4.0,86.0
2018-06-21,47.0,16.0,11.0,70.0,3.0,70.0
2018-06-22,45.0,21.0,17.0,94.0,4.0,94.0
2018-06-23,81.0,27.0,14.0,29.0,7.0,81.0
2018-06-24,38.0,14.0,15.0,110.0,3.0,110.0
2018-06-25,25.0,14.0,11.0,100.0,3.0,100.0
2018-06-26,56.0,21.0,24.0,107.0,23.0,107.0
2018-06-27,51.0,16.0,23.0,136.0,6.0,136.0
2018-06-28,63.0,19.0,20.0,146.0,5.0,146.0
2018-06-29,58.0,24.0,16.0,213.0,6.0,213.0
2018-06-30,62.0,21.0,9.0,193.0,15.0,193.0
2018-07-01,70.0,21.0,26.0,205.0,6.0,205.0
2018-07-02,77.0,23.0,28.0,142.0,5.0,142.0
2018-07-03,76.0,18.0,14.0,166.0,16.0,166.0
2018-07-04,82.0,23.0,10.0,209.0,19.0,209.0
2018-07-05,59.0,19.0,16.0,123.0,5.0,123.0
2018-07-06,54.0,22.0,16.0,113.0,5.0,113.0
2018-07-07,72.0,24.0,32.0,104.0,9.0,104.0
2018-07-08,74.0,23.0,27.0,111.0,22.0,111.0
2018-07-09,65.0,19.0,17.0,116.0,5.0,116.0
2018-07-10,71.0,14.0,9.0,124.0,16.0,124.0
2018-07-11,63.0,17.0,10.0,129.0,20.0,129.0
2018-07-12,68.0,28.0,16.0,117.0,5.0,117.0
2018-07-13,70.0,20.0,11.0,107.0,18.0,107.0
2018-07-14,73.0,22.0,13.0,117.0,19.0,117.0
2018-07-15,54.0,16.0,4.0,129.0,11.0,129.0
2018-07-16,53.0,23.0,14.0,222.0,4.0,222.0
2018-07-17,64.0,26.0,20.0,205.0,6.0,205.0
2018-07-18,77.0,22.0,25.0,208.0,5.0,208.0
2018-07-19,74.0,22.0,19.0,188.0,6.0,188.0
2018-07-20,66.0,24.0,16.0,113.0,6.0,113.0
2018-07-21,60.0,24.0,14.0,151.0,4.0,151.0
2018-07-22,72.0,20.0,22.0,166.0,5.0,166.0
2018-07-23,56.0,22.0,18.0,191.0,6.0,191.0
2018-07-24,68.0,22.0,21.0,184.0,8.0,184.0
2018-07-25,73.0,24.0,23.0,153.0,7.0,153.0
2018-07-26,63.0,25.0,20.0,168.0,7.0,168.0
2018-07-27,67.0,23.0,19.0,197.0,6.0,197.0
2018-07-28,80.0,24.0,30.0,234.0,6.0,234.0
2018-07-29,77.0,22.0,23.0,202.0,5.0,202.0
2018-07-30,85.0,23.0,23.0,174.0,7.0,174.0
2018-07-31,79.0,22.0,22.0,156.0,8.0,156.0
2018-08-01,71.0,21.0,21.0,129.0,7.0,129.0
2018-08-02,59.0,19.0,17.0,207.0,4.0,207.0
2018-08-03,63.0,22.0,3.0,211.0,17.0,211.0
2018-08-04,50.0,23.0,13.0,194.0,4.0,194.0
2018-08-05,56.0,20.0,14.0,203.0,16.0,203.0
2018-08-06,60.0,21.0,10.0,202.0,23.0,202.0
2018-08-07,75.0,35.0,21.0,162.0,8.0,162.0
2018-08-08,88.0,28.0,28.0,144.0,8.0,144.0
2018-08-09,75.0,37.0,22.0,186.0,8.0,186.0
2018-08-10,56.0,21.0,9.0,165.0,17.0,165.0
2018-08-11,21.0,17.0,12.0,126.0,7.0,126.0
2018-08-12,58.0,27.0,20.0,127.0,5.0,127.0
2018-08-13,60.0,23.0,14.0,134.0,5.0,134.0
2018-08-14,59.0,24.0,19.0,151.0,6.0,151.0
2018-08-15,58.0,24.0,15.0,185.0,4.0,185.0
2018-08-16,72.0,28.0,17.0,140.0,6.0,140.0
2018-08-17,54.0,27.0,12.0,154.0,4.0,154.0
2018-08-18,59.0,23.0,14.0,143.0,4.0,143.0
2018-08-19,64.0,24.0,20.0,149.0,5.0,149.0
2018-08-20,59.0,25.0,19.0,101.0,6.0,101.0
2018-08-21,58.0,18.0,10.0,122.0,5.0,122.0
2018-08-22,56.0,23.0,14.0,164.0,3.0,164.0
2018-08-23,60.0,24.0,14.0,161.0,4.0,161.0
